Transaction_ID,Transaction_Date,Revenue,Expenses,Profit,Category,Department,Manager_Name,Region
789,2020-09-22,8695.1,16930.11,-8235.01,Marketing Expenses,Finance,Sarah Brown,North America
790,2024-08-03,20576.36,9051.2,11525.16,Sales Revenue,Marketing,John Doe,Asia-Pacific
791,2022-04-10,18196.98,8009.3,10187.68,Marketing Expenses,Marketing,John Doe,Europe
792,2022-01-24,8445.52,3847.94,4597.58,Sales Revenue,Marketing,Jane Smith,South America
793,2023-08-29,27800.73,17257.33,10543.4,Operating Expenses,Operations,Sarah Brown,North America
794,2024-05-30,11442.41,9772.18,1670.23,Sales Revenue,Operations,Sarah Brown,Europe
795,2024-04-18,24663.67,9482.35,15181.32,Sales Revenue,Sales,Jane Smith,North America
796,2021-09-25,924.57,10922.66,-9998.09,Operating Expenses,Sales,John Doe,South America
797,2024-02-14,4689.7,12415.9,-7726.2,Sales Revenue,Operations,David Green,South America
798,2020-08-15,6595.97,15159.41,-8563.44,Sales Revenue,Marketing,Sarah Brown,North America
799,2023-04-21,22402.62,19982.47,2420.15,Operating Expenses,Finance,John Doe,Asia-Pacific
800,2021-02-19,23903.11,2666.31,21236.8,Sales Revenue,Marketing,Jane Smith,South America
801,2020-07-13,25484.02,9194.25,16289.77,Marketing Expenses,Finance,John Doe,Europe
802,2019-10-13,8849.35,11240.4,-2391.05,Operating Expenses,Finance,Jane Smith,Asia-Pacific
803,2022-02-05,19021.37,15043.06,3978.31,Sales Revenue,Marketing,John Doe,North America
804,2023-08-27,8941.7,18835.06,-9893.36,Sales Revenue,Finance,John Doe,Europe
805,2022-10-24,26609.34,18291.32,8318.02,Sales Revenue,Marketing,John Doe,Europe
806,2021-12-30,28960.96,17617.42,11343.54,Marketing Expenses,Sales,Sarah Brown,North America
807,2019-01-11,26014.17,6174.3,19839.87,Marketing Expenses,Operations,Sarah Brown,Europe
808,2022-03-04,19438.22,3092.68,16345.54,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
809,2022-05-07,28721.75,2342.35,26379.4,Sales Revenue,Finance,Sarah Brown,South America
810,2024-06-28,334.51,12375.26,-12040.75,Operating Expenses,Finance,John Doe,Asia-Pacific
811,2020-08-31,26243.01,11958.6,14284.41,Sales Revenue,Finance,David Green,Europe
812,2024-01-04,4241.22,6821.28,-2580.06,Operating Expenses,Marketing,John Doe,South America
813,2024-06-06,1253.19,13669.41,-12416.22,Marketing Expenses,Finance,John Doe,South America
814,2022-11-14,17181.56,18004.53,-822.97,Sales Revenue,Sales,John Doe,North America
815,2022-09-23,11822.45,4104.93,7717.52,Marketing Expenses,Marketing,Sarah Brown,South America
816,2023-03-26,16425.76,13208.54,3217.22,Marketing Expenses,Marketing,Jane Smith,North America
817,2024-02-09,2553.81,13631.24,-11077.43,Operating Expenses,Finance,Sarah Brown,Asia-Pacific
818,2022-08-11,6301.59,10069.86,-3768.27,Operating Expenses,Finance,David Green,Europe
819,2021-02-11,22242.91,9852.14,12390.77,Marketing Expenses,Sales,David Green,Europe
820,2021-09-05,21778.12,4904.0,16874.12,Sales Revenue,Finance,Sarah Brown,South America
821,2023-04-18,6352.11,15071.76,-8719.65,Sales Revenue,Sales,Jane Smith,Europe
822,2021-08-14,27168.84,10446.33,16722.51,Sales Revenue,Sales,John Doe,South America
823,2023-08-10,25543.77,9885.99,15657.78,Operating Expenses,Marketing,Sarah Brown,North America
824,2019-06-28,4273.65,11137.45,-6863.8,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
825,2022-07-27,5519.78,12577.86,-7058.08,Sales Revenue,Sales,John Doe,Asia-Pacific
826,2024-04-21,18506.55,14329.53,4177.02,Sales Revenue,Marketing,David Green,North America
827,2023-04-11,7582.25,18591.24,-11008.99,Sales Revenue,Sales,John Doe,North America
828,2023-05-01,3438.68,17362.17,-13923.49,Sales Revenue,Finance,David Green,North America
829,2020-09-15,20129.34,14873.58,5255.76,Sales Revenue,Finance,David Green,Asia-Pacific
830,2024-07-21,17018.78,10432.41,6586.37,Operating Expenses,Marketing,Jane Smith,Europe
831,2019-06-01,1631.65,17897.12,-16265.47,Sales Revenue,Sales,Jane Smith,North America
832,2020-06-01,22531.25,15013.91,7517.34,Sales Revenue,Operations,David Green,North America
833,2024-08-19,29702.29,9026.68,20675.61,Sales Revenue,Marketing,David Green,South America
834,2022-09-21,16465.53,9503.5,6962.03,Sales Revenue,Marketing,Sarah Brown,South America
835,2020-02-16,19340.24,18941.55,398.69,Operating Expenses,Finance,John Doe,Asia-Pacific
836,2023-12-09,2194.34,13745.0,-11550.66,Sales Revenue,Marketing,David Green,Europe
837,2020-02-13,20150.56,8484.6,11665.96,Marketing Expenses,Operations,Sarah Brown,North America
838,2024-02-15,7520.63,10501.85,-2981.22,Sales Revenue,Marketing,Sarah Brown,North America
839,2019-03-04,5922.53,19476.95,-13554.42,Marketing Expenses,Sales,Jane Smith,Asia-Pacific
840,2020-08-13,17417.87,4916.46,12501.41,Sales Revenue,Finance,David Green,Asia-Pacific
841,2023-08-07,28546.2,5729.75,22816.45,Sales Revenue,Operations,Sarah Brown,Europe
842,2020-09-24,10714.15,14432.56,-3718.41,Sales Revenue,Operations,David Green,Europe
843,2019-11-03,20138.87,3551.45,16587.42,Sales Revenue,Sales,David Green,Asia-Pacific
844,2024-04-07,7035.99,10692.02,-3656.03,Marketing Expenses,Operations,John Doe,Europe
845,2021-12-21,8554.11,5119.24,3434.87,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
846,2022-10-18,2094.27,4813.65,-2719.38,Sales Revenue,Sales,John Doe,Asia-Pacific
847,2023-06-17,5804.96,10859.34,-5054.38,Marketing Expenses,Marketing,John Doe,Asia-Pacific
848,2019-11-25,14575.84,16282.68,-1706.84,Sales Revenue,Finance,David Green,Asia-Pacific
849,2022-09-07,9850.38,18974.98,-9124.6,Sales Revenue,Operations,Sarah Brown,South America
850,2023-04-06,19782.67,10887.05,8895.62,Sales Revenue,Marketing,Sarah Brown,South America
851,2022-07-21,20803.74,6224.94,14578.8,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
852,2024-06-21,4571.85,12022.95,-7451.1,Sales Revenue,Operations,David Green,Europe
853,2019-05-28,17005.86,19986.7,-2980.84,Sales Revenue,Operations,John Doe,Europe
854,2019-10-08,24230.99,8458.16,15772.83,Sales Revenue,Operations,David Green,North America
855,2021-08-19,28759.77,6694.54,22065.23,Sales Revenue,Operations,Jane Smith,South America
856,2022-03-23,5059.19,14184.7,-9125.51,Marketing Expenses,Marketing,John Doe,Europe
857,2021-07-20,9396.44,5144.87,4251.57,Sales Revenue,Marketing,Sarah Brown,South America
858,2020-01-06,23569.8,17470.31,6099.49,Operating Expenses,Operations,John Doe,Europe
859,2023-11-13,21365.97,11062.62,10303.35,Sales Revenue,Sales,John Doe,Asia-Pacific
860,2020-02-08,19225.16,16522.68,2702.48,Sales Revenue,Operations,Jane Smith,Asia-Pacific
861,2020-02-16,8300.4,8079.23,221.17,Sales Revenue,Marketing,John Doe,South America
862,2023-12-23,10784.58,4051.45,6733.13,Sales Revenue,Sales,John Doe,North America
863,2020-11-12,20387.41,6080.42,14306.99,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
864,2022-05-11,9946.89,12115.67,-2168.78,Sales Revenue,Sales,Jane Smith,North America
865,2019-04-29,14398.62,10754.58,3644.04,Marketing Expenses,Finance,Sarah Brown,Asia-Pacific
866,2019-07-08,13360.74,19885.93,-6525.19,Marketing Expenses,Operations,Jane Smith,North America
867,2022-08-21,23243.01,16127.94,7115.07,Sales Revenue,Finance,John Doe,North America
868,2019-08-18,14609.14,15848.73,-1239.59,Operating Expenses,Finance,Sarah Brown,Asia-Pacific
869,2022-04-16,3264.98,15861.71,-12596.73,Sales Revenue,Operations,Jane Smith,Europe
870,2023-01-08,19366.55,12026.4,7340.15,Sales Revenue,Finance,Sarah Brown,Asia-Pacific
871,2023-03-16,2459.21,18133.72,-15674.51,Operating Expenses,Marketing,John Doe,Asia-Pacific
872,2023-10-31,8418.48,17361.35,-8942.87,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
873,2020-08-19,24793.31,17726.52,7066.79,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
874,2021-09-27,26738.91,12877.21,13861.7,Sales Revenue,Finance,Jane Smith,North America
875,2023-08-15,5892.96,3874.56,2018.4,Sales Revenue,Operations,John Doe,North America
876,2021-01-07,22006.34,2907.6,19098.74,Operating Expenses,Finance,David Green,Asia-Pacific
877,2020-11-27,18798.57,19032.82,-234.25,Sales Revenue,Finance,Sarah Brown,North America
878,2020-12-18,21822.76,16381.76,5441.0,Operating Expenses,Finance,David Green,Asia-Pacific
879,2019-11-20,26763.16,19327.65,7435.51,Sales Revenue,Operations,John Doe,South America
880,2023-04-16,25487.62,15603.76,9883.86,Sales Revenue,Finance,Jane Smith,South America
881,2021-09-13,18948.79,19543.88,-595.09,Sales Revenue,Operations,David Green,Europe
882,2024-07-31,24379.27,16069.74,8309.53,Sales Revenue,Operations,John Doe,South America
883,2020-08-09,17367.02,12973.81,4393.21,Marketing Expenses,Finance,David Green,South America
884,2021-08-09,23076.01,17450.97,5625.04,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
885,2024-03-03,6382.82,3833.62,2549.2,Sales Revenue,Operations,John Doe,South America
886,2021-11-06,1099.69,12124.51,-11024.82,Operating Expenses,Finance,Sarah Brown,Europe
887,2024-02-26,7818.49,11131.5,-3313.01,Sales Revenue,Marketing,David Green,Europe
888,2021-11-11,26819.58,5006.83,21812.75,Marketing Expenses,Finance,John Doe,North America
889,2019-02-08,16190.31,4125.07,12065.24,Marketing Expenses,Marketing,John Doe,Europe
890,2024-03-20,19617.24,5696.95,13920.29,Operating Expenses,Sales,John Doe,South America
891,2022-03-24,4458.99,8509.49,-4050.5,Sales Revenue,Marketing,Jane Smith,Europe
892,2020-10-09,11774.95,15110.29,-3335.34,Operating Expenses,Operations,David Green,South America
893,2019-10-30,26743.13,14746.94,11996.19,Sales Revenue,Marketing,David Green,North America
894,2023-12-15,17688.02,15715.36,1972.66,Operating Expenses,Finance,Sarah Brown,South America
895,2022-11-16,25714.92,10971.04,14743.88,Marketing Expenses,Finance,David Green,South America
896,2022-05-10,4016.44,17668.87,-13652.43,Sales Revenue,Operations,Jane Smith,North America
897,2023-10-04,15033.7,4777.32,10256.38,Marketing Expenses,Sales,Jane Smith,North America
898,2021-10-21,2716.62,8547.26,-5830.64,Sales Revenue,Marketing,David Green,North America
899,2024-02-15,10915.97,16744.89,-5828.92,Marketing Expenses,Sales,Sarah Brown,North America
900,2022-05-22,317.75,4213.7,-3895.95,Sales Revenue,Finance,Jane Smith,Asia-Pacific
901,2021-03-26,7166.42,5634.03,1532.39,Marketing Expenses,Operations,Sarah Brown,Europe
902,2023-04-25,28920.01,19453.46,9466.55,Sales Revenue,Marketing,David Green,Europe
903,2024-06-02,29455.6,15845.95,13609.65,Sales Revenue,Finance,Jane Smith,Asia-Pacific
904,2020-03-12,20524.85,2118.58,18406.27,Sales Revenue,Marketing,Jane Smith,South America
905,2021-08-29,22716.18,17026.64,5689.54,Operating Expenses,Sales,David Green,Asia-Pacific
906,2023-04-12,4211.12,10525.94,-6314.82,Sales Revenue,Sales,David Green,Asia-Pacific
907,2023-01-10,4776.67,7161.65,-2384.98,Sales Revenue,Marketing,Jane Smith,South America
908,2022-04-26,16990.72,5082.71,11908.01,Marketing Expenses,Operations,David Green,South America
909,2022-04-24,16974.38,6788.28,10186.1,Sales Revenue,Operations,John Doe,North America
910,2019-03-31,26165.85,14873.6,11292.25,Marketing Expenses,Finance,David Green,South America
911,2023-06-10,4385.97,9470.15,-5084.18,Sales Revenue,Finance,Jane Smith,Europe
912,2022-01-29,21960.13,13329.93,8630.2,Marketing Expenses,Marketing,John Doe,North America
913,2019-02-03,28175.26,6418.12,21757.14,Sales Revenue,Marketing,John Doe,South America
914,2019-07-20,1212.59,15557.71,-14345.12,Sales Revenue,Finance,John Doe,Asia-Pacific
915,2024-07-27,22844.17,11533.7,11310.47,Marketing Expenses,Sales,John Doe,Asia-Pacific
916,2022-03-18,6952.5,16169.88,-9217.38,Operating Expenses,Finance,David Green,South America
917,2021-07-31,7930.71,4483.9,3446.81,Marketing Expenses,Sales,John Doe,South America
918,2022-12-14,7020.56,9718.81,-2698.25,Sales Revenue,Finance,John Doe,Asia-Pacific
919,2021-06-16,20057.57,18524.36,1533.21,Operating Expenses,Operations,David Green,Asia-Pacific
920,2021-02-17,15536.56,18165.17,-2628.61,Marketing Expenses,Marketing,Sarah Brown,North America
921,2021-10-23,23743.81,19133.13,4610.68,Sales Revenue,Sales,Jane Smith,North America
922,2020-07-14,11642.79,11290.8,351.99,Operating Expenses,Finance,John Doe,Europe
923,2020-02-02,27537.06,14279.58,13257.48,Operating Expenses,Operations,Jane Smith,North America
924,2019-06-11,26446.56,18987.32,7459.24,Sales Revenue,Operations,Jane Smith,Europe
925,2022-06-19,1197.14,9966.42,-8769.28,Sales Revenue,Sales,David Green,Asia-Pacific
926,2023-12-11,19455.74,15862.73,3593.01,Sales Revenue,Marketing,Jane Smith,Europe
927,2019-05-17,3096.75,14917.26,-11820.51,Marketing Expenses,Operations,Jane Smith,Europe
928,2023-02-03,29053.24,11312.28,17740.96,Sales Revenue,Finance,John Doe,North America
929,2020-06-22,19007.01,3252.46,15754.55,Sales Revenue,Marketing,John Doe,South America
930,2020-01-05,8204.86,8089.47,115.39,Marketing Expenses,Sales,John Doe,Europe
931,2022-04-23,22257.29,9229.72,13027.57,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
932,2022-08-31,17358.94,15902.71,1456.23,Sales Revenue,Sales,Jane Smith,Asia-Pacific
933,2023-08-29,17104.8,9813.3,7291.5,Sales Revenue,Operations,John Doe,Asia-Pacific
934,2020-12-20,11299.79,9078.79,2221.0,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
935,2021-04-02,11355.56,2667.69,8687.87,Sales Revenue,Marketing,David Green,North America
936,2020-06-25,17630.36,18605.34,-974.98,Marketing Expenses,Finance,John Doe,Asia-Pacific
937,2023-02-07,26946.8,4717.14,22229.66,Sales Revenue,Finance,Jane Smith,South America
938,2024-08-17,2335.12,12342.03,-10006.91,Sales Revenue,Marketing,John Doe,North America
939,2022-01-21,7547.59,19599.19,-12051.6,Sales Revenue,Marketing,John Doe,South America
940,2020-11-04,29180.22,19640.85,9539.37,Marketing Expenses,Sales,Sarah Brown,Europe
941,2021-11-18,6686.98,16383.27,-9696.29,Sales Revenue,Marketing,Jane Smith,North America
942,2024-05-27,12175.27,17764.64,-5589.37,Marketing Expenses,Marketing,John Doe,Europe
943,2022-04-23,24517.1,19507.9,5009.2,Sales Revenue,Finance,John Doe,Asia-Pacific
944,2022-10-19,10350.97,9547.5,803.47,Sales Revenue,Marketing,Sarah Brown,North America
945,2020-04-16,23779.72,17944.09,5835.63,Marketing Expenses,Sales,Jane Smith,Asia-Pacific
946,2024-04-02,26615.16,14614.23,12000.93,Sales Revenue,Operations,David Green,South America
947,2019-11-05,197.93,17723.83,-17525.9,Sales Revenue,Marketing,David Green,North America
948,2020-07-30,26461.03,14987.92,11473.11,Operating Expenses,Operations,Jane Smith,North America
949,2021-07-13,13196.96,7646.51,5550.45,Sales Revenue,Marketing,David Green,South America
950,2023-06-16,6899.72,8194.83,-1295.11,Sales Revenue,Sales,David Green,North America
951,2023-02-07,15436.24,16886.06,-1449.82,Sales Revenue,Sales,Jane Smith,Asia-Pacific
952,2020-01-05,8424.29,18203.75,-9779.46,Sales Revenue,Marketing,John Doe,Europe
953,2023-06-05,4507.21,12987.22,-8480.01,Marketing Expenses,Marketing,Jane Smith,North America
954,2019-02-27,4720.72,4643.51,77.21,Sales Revenue,Sales,John Doe,South America
955,2021-12-19,18060.61,9270.89,8789.72,Operating Expenses,Finance,John Doe,Europe
956,2020-05-21,24508.65,13589.83,10918.82,Sales Revenue,Marketing,John Doe,North America
957,2024-02-06,19833.29,17976.44,1856.85,Marketing Expenses,Sales,Jane Smith,Europe
958,2023-02-18,12438.41,13238.47,-800.06,Operating Expenses,Marketing,Jane Smith,Asia-Pacific
959,2021-12-09,9906.74,13127.37,-3220.63,Marketing Expenses,Marketing,David Green,Asia-Pacific
960,2023-04-10,3400.16,9958.59,-6558.43,Sales Revenue,Sales,Sarah Brown,Europe
961,2023-03-02,20256.88,8214.51,12042.37,Sales Revenue,Operations,Jane Smith,Asia-Pacific
962,2020-03-19,14370.63,16612.96,-2242.33,Sales Revenue,Finance,Sarah Brown,North America
963,2021-08-15,17723.73,13677.63,4046.1,Operating Expenses,Operations,Sarah Brown,Asia-Pacific
964,2024-04-15,19417.78,15957.21,3460.57,Sales Revenue,Marketing,Jane Smith,North America
965,2019-04-13,12326.98,17857.54,-5530.56,Sales Revenue,Finance,John Doe,Europe
966,2022-09-05,7310.11,3517.06,3793.05,Operating Expenses,Sales,Sarah Brown,North America
967,2021-06-25,3836.55,11673.8,-7837.25,Operating Expenses,Operations,Jane Smith,North America
968,2019-09-16,17770.43,9019.88,8750.55,Operating Expenses,Operations,David Green,North America
969,2024-03-16,4041.72,14939.85,-10898.13,Sales Revenue,Operations,David Green,Europe
970,2022-05-22,15379.28,17837.76,-2458.48,Marketing Expenses,Marketing,David Green,Europe
971,2023-07-31,26723.93,11368.45,15355.48,Operating Expenses,Finance,Sarah Brown,South America
972,2020-04-22,4405.95,11734.22,-7328.27,Sales Revenue,Sales,John Doe,South America
973,2020-07-26,4990.24,5847.22,-856.98,Sales Revenue,Sales,David Green,South America
974,2019-07-05,27673.41,11210.09,16463.32,Sales Revenue,Sales,David Green,Asia-Pacific
975,2019-06-02,15499.22,7620.54,7878.68,Sales Revenue,Operations,David Green,North America
976,2022-05-31,12163.69,8132.76,4030.93,Sales Revenue,Sales,David Green,South America
977,2024-07-10,29077.31,13442.34,15634.97,Sales Revenue,Marketing,David Green,North America
978,2020-04-20,19128.68,2421.59,16707.09,Sales Revenue,Marketing,Jane Smith,Europe
979,2020-02-03,26355.27,18025.75,8329.52,Sales Revenue,Sales,John Doe,North America
980,2021-08-19,21839.23,11718.79,10120.44,Operating Expenses,Marketing,Jane Smith,Europe
981,2020-07-09,24639.1,6656.42,17982.68,Sales Revenue,Sales,John Doe,Asia-Pacific
982,2023-05-11,28417.62,16980.12,11437.5,Operating Expenses,Marketing,John Doe,Europe
983,2024-02-02,6497.8,7470.96,-973.16,Sales Revenue,Sales,John Doe,North America
984,2023-02-28,18195.78,9609.43,8586.35,Sales Revenue,Marketing,David Green,Europe
985,2023-09-13,14142.4,11094.94,3047.46,Operating Expenses,Finance,John Doe,South America
986,2020-09-24,14450.05,15175.75,-725.7,Sales Revenue,Operations,John Doe,North America
987,2023-08-27,6580.91,17148.5,-10567.59,Sales Revenue,Operations,Jane Smith,North America
988,2020-02-10,12323.01,6675.62,5647.39,Sales Revenue,Sales,Jane Smith,Europe
989,2024-06-27,4281.36,11134.99,-6853.63,Sales Revenue,Sales,John Doe,Europe
990,2023-07-30,17479.38,4228.63,13250.75,Sales Revenue,Sales,David Green,South America
991,2022-02-19,23024.7,15618.08,7406.62,Marketing Expenses,Finance,Sarah Brown,South America
992,2019-05-15,18696.35,18944.17,-247.82,Sales Revenue,Finance,John Doe,South America
993,2023-02-26,15324.15,10077.26,5246.89,Marketing Expenses,Sales,John Doe,North America
994,2021-06-08,5031.65,12303.84,-7272.19,Sales Revenue,Sales,John Doe,Asia-Pacific
995,2023-12-22,20567.73,2093.84,18473.89,Operating Expenses,Operations,Jane Smith,Europe
996,2023-12-27,27670.56,8101.65,19568.91,Sales Revenue,Sales,Jane Smith,Asia-Pacific
997,2021-08-25,17896.0,6249.75,11646.25,Operating Expenses,Operations,Jane Smith,North America
998,2023-01-25,2065.29,15423.65,-13358.36,Operating Expenses,Operations,David Green,Europe
999,2020-02-11,11346.34,12468.69,-1122.35,Marketing Expenses,Marketing,John Doe,Europe
1000,2023-02-13,3966.4,14863.65,-10897.25,Sales Revenue,Sales,Sarah Brown,Europe
1001,2023-01-09,496.88,18875.71,-18378.83,Sales Revenue,Finance,Jane Smith,Asia-Pacific
1002,2019-09-06,15681.34,13979.37,1701.97,Sales Revenue,Finance,John Doe,Asia-Pacific
1003,2023-06-19,27280.18,17200.92,10079.26,Operating Expenses,Finance,David Green,Europe
1004,2022-02-04,20531.03,6209.08,14321.95,Sales Revenue,Sales,Sarah Brown,South America
1005,2021-02-16,24795.43,7385.63,17409.8,Sales Revenue,Marketing,David Green,North America
1006,2020-05-15,18165.33,14004.6,4160.73,Operating Expenses,Marketing,Sarah Brown,Europe
1007,2024-02-06,5322.67,16671.43,-11348.76,Sales Revenue,Operations,Sarah Brown,North America
1008,2020-01-11,27048.25,12309.78,14738.47,Marketing Expenses,Marketing,Sarah Brown,South America
1009,2021-05-18,17994.41,4519.49,13474.92,Operating Expenses,Operations,Sarah Brown,Asia-Pacific
1010,2019-03-29,26332.58,8797.98,17534.6,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
1011,2019-07-27,15942.9,15275.22,667.68,Sales Revenue,Sales,Jane Smith,South America
1012,2022-09-28,22571.49,3894.08,18677.41,Operating Expenses,Operations,Sarah Brown,South America
1013,2021-09-24,2795.7,11296.13,-8500.43,Sales Revenue,Marketing,Sarah Brown,Europe
1014,2020-05-30,19781.78,5465.99,14315.79,Marketing Expenses,Sales,Jane Smith,North America
1015,2021-04-20,27059.54,16013.89,11045.65,Operating Expenses,Sales,John Doe,North America
1016,2019-10-09,16178.58,10177.57,6001.01,Operating Expenses,Sales,Jane Smith,North America
1017,2021-04-28,36.01,4637.96,-4601.95,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
1018,2021-06-03,28132.05,9662.46,18469.59,Sales Revenue,Marketing,John Doe,South America
1019,2021-08-12,20356.78,9416.95,10939.83,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
1020,2022-09-07,12944.9,3660.48,9284.42,Marketing Expenses,Sales,Sarah Brown,Europe
1021,2020-08-27,12620.52,9647.96,2972.56,Operating Expenses,Finance,Sarah Brown,Europe
1022,2019-01-12,26244.73,4341.14,21903.59,Operating Expenses,Operations,Jane Smith,North America
1023,2022-02-09,20929.28,5866.12,15063.16,Sales Revenue,Finance,David Green,North America
1024,2020-08-15,12868.69,3405.31,9463.38,Sales Revenue,Marketing,David Green,North America
1025,2020-06-16,28152.65,14182.8,13969.85,Marketing Expenses,Sales,Sarah Brown,South America
1026,2021-10-23,14463.7,9249.57,5214.13,Sales Revenue,Sales,Jane Smith,Europe
1027,2020-12-15,23060.15,12061.43,10998.72,Sales Revenue,Operations,John Doe,South America
1028,2020-03-26,10515.53,16018.84,-5503.31,Sales Revenue,Operations,John Doe,Asia-Pacific
1029,2019-04-16,24138.63,17696.27,6442.36,Sales Revenue,Marketing,Jane Smith,North America
1030,2020-06-23,27235.77,12517.47,14718.3,Sales Revenue,Marketing,Jane Smith,South America
1031,2019-03-02,25115.72,13456.3,11659.42,Marketing Expenses,Marketing,John Doe,Asia-Pacific
1032,2023-01-07,17283.62,19937.21,-2653.59,Operating Expenses,Finance,Jane Smith,Asia-Pacific
1033,2021-09-01,12764.68,14402.32,-1637.64,Sales Revenue,Finance,Sarah Brown,South America
1034,2022-08-19,7635.54,19060.76,-11425.22,Operating Expenses,Marketing,Sarah Brown,Europe
1035,2019-03-06,22975.77,15170.91,7804.86,Sales Revenue,Sales,John Doe,South America
1036,2020-12-14,27302.56,9504.6,17797.96,Marketing Expenses,Finance,David Green,Europe
1037,2021-12-22,2514.53,4931.17,-2416.64,Sales Revenue,Marketing,David Green,South America
1038,2019-08-03,17948.77,11104.15,6844.62,Marketing Expenses,Operations,John Doe,Asia-Pacific
1039,2020-06-03,16311.93,10725.76,5586.17,Sales Revenue,Marketing,Jane Smith,Europe
1040,2023-09-21,7734.15,10238.83,-2504.68,Marketing Expenses,Marketing,David Green,South America
1041,2020-04-10,164.08,19424.57,-19260.49,Sales Revenue,Finance,Jane Smith,North America
1042,2019-09-18,22309.37,11237.34,11072.03,Sales Revenue,Operations,Sarah Brown,Europe
1043,2024-05-04,213.42,11524.54,-11311.12,Sales Revenue,Finance,John Doe,North America
1044,2024-01-11,15676.22,14500.47,1175.75,Sales Revenue,Sales,David Green,North America
1045,2023-01-22,15592.86,10197.78,5395.08,Sales Revenue,Sales,David Green,Asia-Pacific
1046,2020-03-22,11250.9,2586.93,8663.97,Marketing Expenses,Marketing,Jane Smith,North America
1047,2024-01-26,6162.56,4823.11,1339.45,Sales Revenue,Sales,John Doe,Europe
1048,2024-08-25,24128.61,12062.48,12066.13,Sales Revenue,Finance,Sarah Brown,North America
1049,2021-06-26,12265.35,18590.55,-6325.2,Sales Revenue,Sales,Sarah Brown,Europe
1050,2019-06-27,3197.5,4137.79,-940.29,Marketing Expenses,Finance,Sarah Brown,Europe
1051,2022-05-20,12782.15,17341.72,-4559.57,Operating Expenses,Operations,Jane Smith,North America
1052,2024-02-20,17561.11,3986.05,13575.06,Sales Revenue,Marketing,Sarah Brown,North America
1053,2019-05-08,7839.09,8652.55,-813.46,Sales Revenue,Operations,John Doe,South America
1054,2019-09-07,16083.15,7212.63,8870.52,Operating Expenses,Sales,Sarah Brown,South America
1055,2024-05-15,16940.11,11409.99,5530.12,Sales Revenue,Operations,David Green,Europe
1056,2023-07-04,18356.42,4119.36,14237.06,Sales Revenue,Marketing,John Doe,Europe
1057,2023-10-13,29753.96,7488.64,22265.32,Sales Revenue,Marketing,David Green,Europe
1058,2020-03-18,11923.62,8740.28,3183.34,Sales Revenue,Operations,Jane Smith,North America
1059,2024-07-01,6110.81,7291.66,-1180.85,Marketing Expenses,Sales,David Green,South America
1060,2023-12-22,16563.15,2503.6,14059.55,Operating Expenses,Finance,David Green,North America
1061,2019-10-29,16726.88,4571.65,12155.23,Sales Revenue,Finance,David Green,Europe
1062,2019-11-27,5361.59,16108.27,-10746.68,Sales Revenue,Sales,John Doe,North America
1063,2022-08-12,16772.81,9591.63,7181.18,Operating Expenses,Sales,John Doe,North America
1064,2020-08-30,14512.8,18862.77,-4349.97,Operating Expenses,Sales,John Doe,Europe
1065,2019-09-27,29655.25,7492.95,22162.3,Sales Revenue,Finance,Jane Smith,South America
1066,2020-05-31,17329.53,7102.68,10226.85,Sales Revenue,Finance,David Green,Europe
1067,2022-01-31,23225.83,5295.39,17930.44,Sales Revenue,Sales,David Green,Europe
1068,2022-08-24,11943.89,15313.89,-3370.0,Sales Revenue,Finance,John Doe,Asia-Pacific
1069,2023-04-10,4142.06,2037.54,2104.52,Sales Revenue,Marketing,Jane Smith,South America
1070,2022-04-22,25914.92,11855.67,14059.25,Sales Revenue,Marketing,David Green,Asia-Pacific
1071,2024-02-02,3572.57,3216.16,356.41,Marketing Expenses,Finance,Sarah Brown,Asia-Pacific
1072,2023-10-29,6893.14,2804.28,4088.86,Operating Expenses,Operations,Sarah Brown,South America
1073,2020-02-11,23493.28,10661.18,12832.1,Operating Expenses,Sales,Sarah Brown,South America
1074,2020-04-13,28477.36,7574.63,20902.73,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
1075,2021-05-30,3008.36,10142.74,-7134.38,Sales Revenue,Operations,Jane Smith,North America
1076,2023-10-28,15250.31,8080.82,7169.49,Marketing Expenses,Marketing,David Green,Asia-Pacific
1077,2024-01-24,23582.43,8791.5,14790.93,Marketing Expenses,Finance,David Green,South America
1078,2021-07-24,24025.61,17020.28,7005.33,Sales Revenue,Finance,Sarah Brown,South America
1079,2023-08-22,18420.76,17006.3,1414.46,Operating Expenses,Sales,David Green,Asia-Pacific
1080,2022-10-20,20536.93,4390.57,16146.36,Sales Revenue,Operations,John Doe,South America
